element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
C,1,"=""""","=""""","=""578.739""","=""0.013""","=""""","=""3.4e+04""",D,"=""71364.93596""","=""88639.1""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""T5520LS""","=""""",
B,2,"=""""","=""""","=""578.747""","=""0.010""","=""""","=""1.1e+06""",C,"=""166344.89""","=""183618.81""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""578.747""","=""0.013""","=""""","=""1.09e+06""",C,"=""166344.89""","=""183618.81""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""578.747""","=""0.017""","=""""","=""1.09e+06""",C,"=""166344.89""","=""183618.81""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""0""",,"=""u27,LS""","=""""",
Nb,1,"=""578.754""","=""""","=""""","=""""","=""85""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""578.7541""","=""0.0005""","=""578.754693""","=""0.000020""","=""120""","=""""",,"=""20288.5750""","=""37562.2626""","=""5f.(2F*).6d2.(1G)""","=""*""","=""11/2""","=""5f2.(3H).6d""","=""4I""","=""11/2""",,"=""""","=""L2372""",
Y,1,"=""578.77020""","=""""","=""578.77013""","=""0.00005""","=""15""","=""1.56e+06""",B+,"=""16158.865""","=""33432.092""","=""4d2.(1D).5s""","=""b 2D""","=""5/2""","=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",,"=""T9421""","=""L7610""",
Fe,3,"=""578.7761""","=""0.0020""","=""578.7767""","=""0.0017""","=""160""","=""3.1e+06""",D,"=""185061.51""","=""202334.54""","=""3d5.(4P).5s""","=""5P""","=""1""","=""3d5.(4P).5p""","=""5P*""","=""1""",,"=""u44""","=""L1171""",
C,1,"=""578.784""","=""0.016""","=""578.7424""","=""0.0010""","=""2200bl(Cr)""","=""""",,"=""71364.93596""","=""88638.99""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L2138""",
Th,1,"=""578.7896""","=""0.0003""","=""578.789614""","=""0.000024""","=""30""","=""""",,"=""21902.26981""","=""39174.9152""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Cr,1,"=""578.79184""","=""0.00003""","=""578.791876""","=""0.000020""","=""170""","=""2.35e+07""",B,"=""26796.2691""","=""44068.8470""","=""3d5.(6S).4p""","=""z 5P*""","=""2""","=""3d5.(6S).4d""","=""e 5D""","=""3""",,"=""u10""","=""L14866""",
Fe,1,"=""578.7962""","=""0.0007""","=""578.79670""","=""0.00005""","=""3bl""","=""""",,"=""33695.397""","=""50967.831""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""6""",,"=""""","=""L11631""",
Th,1,"=""578.8027""","=""0.0003""","=""578.804023""","=""0.000020""","=""40""","=""""",,"=""19503.143490""","=""36775.3589""","=""6d2.7s.7p""","=""5F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Ti,1,"=""578.8080""","=""0.0004""","=""578.80809""","=""0.00020""","=""4""","=""""",,"=""18287.554""","=""35559.648""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""""","=""L10989""",
Ce,1,"=""578.815""","=""""","=""578.8145+""","=""""","=""120""","=""4.36e+07""",B+,"=""8587.973""","=""25859.876""","=""4f.(2F*) .5d2.(3F).6s (4F)""","=""3I*""","=""7""","=""4f.(2F*).5d2.(3F) (2I*).6p""","=""3K""","=""8""",,"=""T8748""","=""L3475""",
Th,2,"=""578.8193""","=""0.0005""","=""578.819490""","=""0.000020""","=""120""","=""""",,"=""23372.58173""","=""40644.3356""","=""6d.7s.(3D).7p""","=""*""","=""3/2""","=""5f2.(3F).6d""","=""""","=""5/2""",,"=""""","=""L2372""",
Nd,1,"=""578.822""","=""""","=""""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,1,"=""578.824""","=""""","=""578.82396+""","=""""","=""7""","=""2.07e+05""",D+,"=""92307.3786""","=""109578.9990""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""T3774n,T3599,u41""","=""L7408""",
Pr,2,"=""578.829""","=""""","=""""","=""""","=""16h""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Y,1,"=""578.8361""","=""""","=""578.83628""","=""0.00005""","=""1""","=""6.3e+05""",C+,"=""15994.045""","=""33265.298""","=""4d2.(1D).5s""","=""b 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",,"=""T9421""","=""L7610""",
Sm,1,"=""578.838""","=""""","=""""","=""""","=""60""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""578.83809""","=""0.00017""","=""578.83817""","=""0.00005""","=""10""","=""""",,"=""24303.9025""","=""41575.099""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d4.(5D).4s.4p.(1P*)""","=""y 5D*""","=""3""",,"=""""","=""L14866""",
Ar,2,"=""578.858""","=""0.002""","=""578.858306""","=""0.000010""","=""0""","=""""",,"=""186074.4375""","=""203345.0332""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
V,1,"=""578.8582""","=""0.0002""","=""578.85816""","=""0.00020""","=""110000""","=""""",,"=""15078.387""","=""32348.987""","=""3d4.(3P2).4s""","=""b 4P""","=""1/2""","=""3d3.(2P).4s.4p.(3P*)""","=""x 4D*""","=""1/2""",,"=""""","=""L15916""",
Fe,3,"=""578.8789""","=""0.0020""","=""578.8796""","=""0.0017""","=""930""","=""2.33e+07""",B,"=""201892.60""","=""219162.56""","=""3d5.(4F).5s""","=""5F""","=""5""","=""3d5.(4F).5p""","=""5G*""","=""6""",,"=""u44""","=""L1171""",
Pr,2,"=""578.892""","=""""","=""578.891+""","=""""","=""16""","=""""",,"=""7446.43""","=""24716.04""","=""4f3.(4I*).5d""","=""5I*""","=""4""","=""4f3.(4I*).6p""","=""5I""","=""5""",,"=""""","=""L3475""",
Te,1,"=""578.922""","=""0.003""","=""578.92028""","=""0.00024""","=""140""","=""""",,"=""46652.738""","=""63921.485""","=""5p3.(4S*).6s""","=""3S*""","=""1""","=""5p3.(4S*).7p""","=""3P""","=""2""",,"=""""","=""L17457,L5813,L3315,L3682""",
La,1,"=""578.924""","=""""","=""578.922+""","=""""","=""320""","=""3.1e+07""",B+,"=""3494.526""","=""20763.21""","=""5d2.(3F).6s""","=""4F""","=""7/2""","=""5d2.(3F).6p""","=""4F*""","=""7/2""",,"=""T9460""","=""L3475""",
Th,1,"=""578.93751""","=""0.00023""","=""578.937330""","=""0.000014""","=""36""","=""""",,"=""19532.41646""","=""36800.6548""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L12239""",
Ar,1,"=""""","=""""","=""578.94741""","=""""","=""""","=""4.6e+04""",D,"=""106237.5518""","=""123505.4896""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Th,1,"=""578.964495""","=""0.000004""","=""578.964495""","=""0.000003""","=""3400""","=""""",,"=""7502.287636""","=""24769.71573""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L18702""",
198Hg,1,"=""""","=""""","=""578.966824""","=""0.000007""","=""30""","=""""",,"=""54068.90351""","=""71336.26217""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.6d""","=""3D""","=""1""",,"=""""","=""""",
Hg,1,"=""578.969""","=""0.005""","=""578.96805""","=""0.00023""","=""30""","=""6.e+05""",D,"=""54068.6829""","=""71336.005""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.6d""","=""3D""","=""1""",,"=""T3447""","=""L15226""",
Ti,1,"=""578.9748""","=""0.0004""","=""578.97462""","=""0.00013""","=""8""","=""""",,"=""26772.968""","=""44040.0941""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d3.(4F).4d""","=""5F""","=""4""",,"=""""","=""L10989""",
Nb,1,"=""578.979""","=""""","=""""","=""""","=""17""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""578.981""","=""""","=""578.980""","=""0.003""","=""4""","=""""",,"=""27849.80""","=""45116.77""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
V,2,"=""578.9911""","=""0.0012""","=""578.9891""","=""0.0003""","=""170""","=""""",,"=""73146.3451""","=""90413.038""","=""3d3.(4F).4d""","=""5F""","=""3""","=""3d3.(4F<5/2>).4f""","=""2[7/2]*""","=""3""",,"=""""","=""L10089c179""",
Cr,1,"=""579.010""","=""0.003""","=""579.0106""","=""0.0010""","=""25""","=""""",,"=""35807.707""","=""53073.759""","=""3d5.(4F).4s""","=""c 3F""","=""2""","=""3d4.(3D).4s.4p.(3P*)""","=""r 5F*""","=""3""",,"=""""","=""L808""",
Th,2,"=""579.0136""","=""0.0005""","=""579.014103""","=""0.000017""","=""35""","=""""",,"=""17460.62698""","=""34726.5757""","=""5f.6d.(3P*).7s""","=""4P*""","=""5/2""","=""5f.6d.(3F*).7p""","=""""","=""7/2""",,"=""""","=""L2372""",
V,2,"=""579.0356""","=""0.0012""","=""579.0347""","=""0.0005""","=""170""","=""2.0e+07""",D+,"=""73530.7114""","=""90796.047""","=""3d3.(4F).4d""","=""3D""","=""3""","=""3d3.(4F<9/2>).4f""","=""2[7/2]*""","=""3""",,"=""T9770""","=""L10089c179""",
Ar,1,"=""""","=""""","=""579.0401""","=""""","=""""","=""3.4e+04""",D,"=""107289.7001""","=""124554.874""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Fe,2,"=""579.04060""","=""0.00014""","=""579.04075""","=""0.00005""","=""210bl(Fe I)""","=""""",,"=""87965.137""","=""105230.291""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""3/2""","=""3d6.(5D).5d""","=""4D""","=""3/2""",,"=""""","=""L18349c148""",
Fe,1,"=""579.0406""","=""0.0003""","=""579.04079""","=""0.00011""","=""14""","=""""",,"=""41018.051""","=""58283.204""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""2""","=""3d6.(5D).4s (4D).4d""","=""i 5D""","=""1""",,"=""""","=""L11631""",
V,1,"=""579.053""","=""0.002""","=""579.05880""","=""0.00003""","=""45000""","=""7.4e+05""",C,"=""15724.229""","=""32988.845""","=""3d4.(3F2).4s""","=""b 4F""","=""7/2""","=""3d3.(4F).4s.4p.(1P*)""","=""w 4F*""","=""7/2""",,"=""T9399""","=""L14162""",
Cr,1,"=""579.06507""","=""0.00007""","=""579.06504""","=""0.00005""","=""24""","=""""",,"=""8095.1842""","=""25359.6141""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""",,"=""""","=""L14866""",
198Hg,1,"=""579.066289""","=""0.000008""","=""579.066294""","=""0.000006""","=""900""","=""""",,"=""54068.90351""","=""71333.29605""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.6d""","=""1D""","=""2""",,"=""""","=""L8645""",
Hg,1,"=""579.0670""","=""0.0001""","=""579.06705""","=""0.00010""","=""900""","=""3.1e+07""",D,"=""54068.6829""","=""71333.053""","=""5d10.6s.6p""","=""1P*""","=""1""","=""5d10.6s.6d""","=""1D""","=""2""",,"=""T3462""","=""L7247""",
Fe,2,"=""579.06893""","=""0.00018""","=""579.06876""","=""0.00003""","=""100""","=""1.7e+06""",D+,"=""86416.370""","=""103680.689""","=""3d6.(5D).4d""","=""e 4F""","=""7/2""","=""3d6.(5D<2>).4f""","=""2[5]*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
Pr,2,"=""579.086""","=""""","=""579.085+""","=""""","=""16""","=""""",,"=""10116.63""","=""27380.45""","=""4f3.(4I*).5d""","=""5G*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L3475""",
Cr,1,"=""579.09570""","=""0.00003""","=""579.095743""","=""0.000020""","=""340""","=""""",,"=""26787.4640""","=""44050.9786""","=""3d5.(6S).4p""","=""z 5P*""","=""3""","=""3d5.(6S).4d""","=""e 5D""","=""4""",,"=""""","=""L14866""",
Fe,1,"=""579.10176""","=""0.00010""","=""579.10170""","=""0.00005""","=""162""","=""1.29e+05""",D+,"=""25899.989""","=""43163.326""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 7D""","=""4""",,"=""T5720""","=""L11631""",
Th,1,"=""579.1032""","=""0.0003""","=""579.103122""","=""0.000010""","=""50""","=""""",,"=""19948.395175""","=""37211.6898""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L3552""",
Er,2,"=""579.115""","=""""","=""""","=""""","=""22""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""579.11937""","=""0.00010""","=""579.11921""","=""0.00011""","=""5""","=""""",,"=""40491.284""","=""57754.099""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""0""","=""3d7.(4F).6s""","=""5F""","=""1""",,"=""""","=""L11631""",
Ti,1,"=""579.1274""","=""0.0004""","=""579.12737""","=""0.00010""","=""4""","=""""",,"=""25643.701""","=""42906.2727""","=""3d3.(4F).4p""","=""y 3D*""","=""3""","=""3d2.4s.(4F).4d""","=""3D""","=""3""",,"=""""","=""L10989""",
W,1,"=""579.133""","=""""","=""579.131""","=""0.003""","=""3""","=""""",,"=""29195.84""","=""46458.30""","=""5d4.6s.(6D).6p""","=""5D*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""1""",,"=""""","=""L153""",
La,1,"=""579.134""","=""""","=""579.132+""","=""""","=""450""","=""3.93e+07""",B+,"=""4121.572""","=""21384.00""","=""5d2.(3F).6s""","=""4F""","=""9/2""","=""5d2.(3F).6p""","=""4F*""","=""9/2""",,"=""T9460""","=""L3475""",
Pr,2,"=""579.136""","=""""","=""579.139+""","=""""","=""45""","=""3.1e+06""",C+,"=""9378.63""","=""26640.86""","=""4f3.(4I*).5d""","=""5H*""","=""5""","=""""","=""""","=""5""",,"=""T8137""","=""L3475""",
Gd,1,"=""579.138""","=""""","=""""","=""""","=""240""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
V,2,"=""579.1484""","=""0.0009""","=""579.1491""","=""0.0003""","=""320""","=""4.2e+06""",C,"=""47324.292""","=""64586.215""","=""3d3.(2D1).4s""","=""d 1D""","=""2""","=""3d3.(2F).4p""","=""x 1D*""","=""2""",,"=""T9770""","=""L18516""",
Fe,1,"=""579.15235""","=""0.00010""","=""579.15236""","=""0.00005""","=""19""","=""""",,"=""36975.588""","=""54237.415""","=""3d7.(2F).4s""","=""d 3F""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""4""",,"=""""","=""L11631""",
Re,1,"=""579.160""","=""""","=""""","=""""","=""18""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
C,1,"=""""","=""""","=""579.164""","=""0.005""","=""""","=""6.e+04""",D,"=""71385.40992""","=""88646.9""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""T5520LS""","=""""",
Th,1,"=""579.17035""","=""0.00004""","=""579.170468""","=""0.000010""","=""240""","=""""",,"=""15493.21943""","=""32754.5067""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Hf,1,"=""579.171""","=""0.005""","=""579.17535""","=""0.00023""","=""120i""","=""""",,"=""27516.4201""","=""44777.562""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""4""","=""5d2.(3F).6s.(a 4F).7s""","=""d 3F""","=""4""",,"=""""","=""L16323c153""",
Cr,1,"=""579.1758""","=""0.0004""","=""579.17559""","=""0.00007""","=""25""","=""""",,"=""31049.2155""","=""48310.3500""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""5""",,"=""""","=""L9190""",
C,2,"=""579.177""","=""0.009""","=""579.172""","=""0.010""","=""4H""","=""2.27e+07""",C+,"=""219619.86""","=""236881.1""","=""2s.2p.(3P*).4d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).6f""","=""4G""","=""11/2""",,"=""T10528""","=""L1176""",
W,1,"=""579.180""","=""""","=""579.178""","=""0.003""","=""1w""","=""""",,"=""24610.88""","=""41871.94""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Cr,2,"=""579.18118""","=""0.00006""","=""579.18117""","=""0.00004""","=""15""","=""""",,"=""48749.2779""","=""66010.2463""","=""3d4.(5D).4p""","=""z 4P*""","=""1/2""","=""3d3.4s2""","=""d 4P""","=""3/2""",,"=""""","=""L18847""",
Mo,1,"=""579.1839""","=""""","=""579.1841+""","=""""","=""520""","=""5.96e+06""",A,"=""11454.362""","=""28715.242""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d5.(6S).5p""","=""z 5P*""","=""1""",,"=""T5293""","=""L10250,L3475""",
Fe,1,"=""579.1851""","=""0.0005""","=""579.18558""","=""0.00008""","=""2""","=""""",,"=""40871.412""","=""58132.249""","=""3d8""","=""3P""","=""2""","=""3d6.4s.(4D).5p""","=""3D*""","=""2""",,"=""""","=""L11631""",
Xe,2,"=""579.188""","=""""","=""579.197+""","=""""","=""1hl""","=""""",,"=""129667.35""","=""146927.86""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[3]""","=""5/2""",,"=""""","=""L6925""",
Cr,1,"=""579.2173""","=""0.0002""","=""579.21725""","=""0.00007""","=""6""","=""""",,"=""7750.7465""","=""25010.6397""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(5D).4s.4p.(3P*)""","=""z 7F*""","=""1""",,"=""""","=""L14866""",
Xe,1,"=""579.226""","=""0.001""","=""579.225+""","=""""","=""1h""","=""9.0e+04""",C,"=""79212.465""","=""96472.13""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).13s""","=""2[3/2]*""","=""2""",,"=""T5818""","=""L4739""",
W,1,"=""579.234""","=""""","=""579.232""","=""0.003""","=""1w""","=""""",,"=""28291.88""","=""45551.32""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Th,1,"=""579.243027""","=""0.000005""","=""579.243024""","=""0.000003""","=""2700""","=""""",,"=""2558.056752""","=""19817.18191""","=""6d2.7s2""","=""3P""","=""0""","=""6d2.7s.7p""","=""5P*""","=""1""",,"=""""","=""L18702""",
W,1,"=""579.265""","=""""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Rh,1,"=""579.266""","=""""","=""579.2657""","=""""","=""29""","=""""",,"=""14787.87""","=""32046.32""","=""4d7.5s2""","=""b 4F""","=""7/2""","=""4d8.(3F).5p""","=""z 2D*""","=""5/2""",,"=""""","=""L3475""",
Th,1,"=""579.2685""","=""0.0003""","=""579.268085""","=""0.000020""","=""40""","=""""",,"=""19516.98043""","=""36775.3589""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Eu,1,"=""579.272""","=""""","=""579.269+""","=""""","=""15""","=""""",,"=""19631.26""","=""36889.62""","=""4f7.(8S*).5d (7D*).6s""","=""b 8D*""","=""9/2""","=""4f7.(8S*).5d (7D*).6p""","=""y 8D""","=""9/2""",,"=""""","=""L7586,L3475""",
V,1,"=""579.28331""","=""""","=""579.28331""","=""0.00017""","="":""","=""1.6e+05""",D+,"=""17116.947""","=""34374.872""","=""3d4.(3G).4s""","=""a 4G""","=""7/2""","=""3d3.(2D2).4s.4p.(3P*)""","=""4F*""","=""7/2""",,"=""T9399""","=""L18972""",
Pr,1,"=""579.295""","=""""","=""""","=""""","=""22""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""579.306""","=""""","=""579.304""","=""0.003""","=""10""","=""""",,"=""27662.52""","=""44919.84""","=""5d4.6s.(6D).6p""","=""5F*""","=""2""","=""5d4.6s.(6D).7s""","=""7D""","=""2""",,"=""""","=""L153""",
Si,1,"=""579.3071""","=""""","=""579.3073""","=""""","=""90""","=""3.83e+05""",E,"=""39760.285""","=""57017.496""","=""3s2.3p.4s""","=""3P*""","=""1""","=""3s2.3p.5p""","=""3D""","=""2""",,"=""T8363""","=""L3521""",
