element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
O,4,"=""""","=""""","=""429.488""","=""""","=""""","=""2.27e+05""",C+,"=""570797""","=""594074""","=""2s.2p.(1P*).3d""","=""2F*""","=""7/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T5109LS""","=""""",
O,4,"=""""","=""""","=""429.377""","=""""","=""""","=""8.39e+03""",D,"=""570791""","=""594074""","=""2s.2p.(1P*).3d""","=""2F*""","=""5/2""","=""2s.2p.(3P*).4f""","=""2F""","=""7/2""",,"=""T5109LS""","=""""",
Fe,1,"=""429.37980""","=""0.00015""","=""429.37979""","=""0.00004""","=""600""","=""""",,"=""19621.006""","=""42903.861""","=""3d6.4s2""","=""a 3H""","=""5""","=""3d6.(3H).4s.4p.(3P*)""","=""z 5I*""","=""6""",,"=""""","=""L11631""",
Th,1,"=""429.38043""","=""0.00004""","=""429.380471""","=""0.000013""","=""47""","=""""",,"=""14465.221873""","=""37748.0401""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Pb,2,"=""429.382""","=""""","=""""","=""""","=""7""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2579""",
Mo,1,"=""429.3880""","=""""","=""429.3881+""","=""""","=""360""","=""5.73e+06""",B+,"=""10965.947""","=""34248.354""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(6D).5p""","=""z 5F*""","=""1""",,"=""T5293""","=""L10250,L3475""",
W,2,"=""429.38948""","=""""","=""429.3895""","=""0.0004""","=""5""","=""""",,"=""34447.663""","=""57729.994""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
C,2,"=""""","=""""","=""429.3917""","=""0.0009""","=""""","=""3.3e+05""",E,"=""198425.48""","=""221707.69""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""""",
Al,2,"=""""","=""""","=""429.3943""","=""""","=""""","=""4.85e+05""",C+,"=""111637.33""","=""134919.40""","=""3p2""","=""1S""","=""0""","=""3s.6p""","=""1P*""","=""1""",,"=""T6533""","=""""",
Os,1,"=""429.395""","=""""","=""""","=""""","=""560""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Mn,2,"=""429.397""","=""0.0015""","=""429.3971""","=""0.0011""","=""5""","=""""",,"=""85960.622""","=""109242.54""","=""3d5.(6S).5p""","=""x 7P*""","=""3""","=""3d5.(6S).6d""","=""7D""","=""2""",,"=""""","=""L562""",
Rb,2,"=""429.3971""","=""0.0005""","=""429.3971""","=""0.0003""","=""1500""","=""5.4e+07""",,"=""134869.751""","=""158151.666""","=""4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T3743""","=""L2590""",
Hf,1,"=""429.4020""","=""0.0011""","=""429.4008""","=""0.0003""","=""750""","=""""",,"=""24085.183""","=""47366.899""","=""5d3.(b 2G).6s""","=""a 3G""","=""5""","=""5d3.(b 4F).6p""","=""y 5F*""","=""5""",,"=""""","=""L16323""",
Th,1,"=""429.40260""","=""0.00004""","=""429.402594""","=""0.000006""","=""63""","=""""",,"=""12114.36618""","=""35395.9849""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Fe,1,"=""429.40374""","=""0.00015""","=""429.40371""","=""0.00003""","=""407""","=""""",,"=""20641.110""","=""43922.668""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3P2).4s.4p.(3P*)""","=""w 5D*""","=""3""",,"=""""","=""L11631""",
Kr,3,"=""429.406""","=""""","=""429.418+""","=""""","=""3""","=""""",,"=""198107.78""","=""221388.59""","=""4s2.4p3.(2D*).5p""","=""3P""","=""2""","=""4s2.4p3.(4S*).5d""","=""3D*""","=""2""",,"=""""","=""L7284""",
Ni,2,"=""""","=""""","=""429.4092""","=""""","=""""","=""1.3e-03""",E,"=""1506.94""","=""24788.20""","=""3p6.3d9""","=""2D""","=""3/2""","=""3p6.3d8.(3P).4s""","=""4P""","=""3/2""",M1,"=""T4240""","=""""",
Ni,2,"=""""","=""""","=""429.4092""","=""""","=""""","=""1.1e-01""",E,"=""1506.94""","=""24788.20""","=""3p6.3d9""","=""2D""","=""3/2""","=""3p6.3d8.(3P).4s""","=""4P""","=""3/2""",E2,"=""T4240""","=""""",
Ti,2,"=""429.40939""","=""0.00004""","=""429.409378""","=""0.000019""","=""730""","=""4.7e+06""",D,"=""8744.3406""","=""32025.5915""","=""3d2.(1D).4s""","=""a 2D""","=""5/2""","=""3d2.(3F).4p""","=""z 2D*""","=""5/2""",,"=""T2403n""","=""u37""",
W,1,"=""429.4097""","=""""","=""429.4099""","=""0.0015""","=""30""","=""""",,"=""13307.10""","=""36588.32""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
Fe,5,"=""429.41""","=""0.03""","=""429.412""","=""0.017""","=""3bl(Ni II)""","=""1.57e-01""",C+,"=""39633.0""","=""62914.1""","=""3d4""","=""1S2""","=""0""","=""3d4""","=""3P1""","=""1""",M1,"=""T9277""","=""L16109""",
S,4,"=""""","=""""","=""429.41+""","=""""","=""""","=""2.95e+05""",D,"=""255395.8""","=""278676.9""","=""3s2.4d""","=""2D""","=""3/2""","=""3s.3p.(1P*).3d""","=""2P*""","=""1/2""",,"=""T7262""","=""""",
Fe,1,"=""429.41245""","=""0.00006""","=""429.41244""","=""0.00003""","=""58000""","=""3.12e+06""",B+,"=""11976.239""","=""35257.324""","=""3d7.(4F).4s""","=""a 3F""","=""4""","=""3d7.(4F).4p""","=""z 5G*""","=""4""",,"=""T5720""","=""L11631""",
Sr,1,"=""429.4148""","=""0.0005""","=""429.41397""","=""0.00008""","=""600""","=""""",,"=""21698.452""","=""44979.4540""","=""5s.5p""","=""1P*""","=""1""","=""5s.14s""","=""1S""","=""0""",,"=""""","=""L4447""",
Ne,2,"=""429.427""","=""0.002""","=""429.42848""","=""0.00004""","=""19""","=""""",,"=""290371.9268""","=""313652.1424""","=""2s2.2p4.(3P).4p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11529c153""",
Sn,2,"=""429.433""","=""0.015""","=""429.433""","=""0.015""","=""340""","=""4.9e+06""",D+,"=""89294.055""","=""112574.0""","=""5s2.4f""","=""2F*""","=""5/2""","=""5s2.9g""","=""2G""","=""7/2""",,"=""T9352""","=""L3368""",
S,2,"=""429.4398""","=""0.0006""","=""429.4400""","=""0.0006""","=""16000""","=""1.7e+08""",D,"=""130134.158""","=""153413.749""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p2.(3P).4d""","=""4D""","=""7/2""",,"=""T1619CA,LS""","=""L5883""",
W,1,"=""429.4606""","=""""","=""429.4605""","=""0.0015""","=""800""","=""1.24e+07""",A,"=""2951.29""","=""26229.77""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d5.(6S).6p""","=""7P*""","=""2""",,"=""T6977""","=""L153""",
Ac,1,"=""429.4620""","=""0.0006""","=""429.46214""","=""0.00006""","=""160""","=""1.3e+07""",D+,"=""9217.288""","=""32495.679""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3F).7p""","=""2F*""","=""5/2""",,"=""T10463""","=""L7344""",
Th,1,"=""429.471923""","=""0.000018""","=""429.471920""","=""0.000006""","=""490""","=""""",,"=""6362.395980""","=""29640.2566""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
Th,1,"=""429.47616""","=""0.00003""","=""429.476158""","=""0.000013""","=""160""","=""""",,"=""11601.03035""","=""34878.6613""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L5951""",
Sc,2,"=""429.4764""","=""""","=""429.4767""","=""""","=""13""","=""2.1e+06""",B,"=""4883.57""","=""28161.17""","=""3p6.3d2""","=""3F""","=""3""","=""3p6.3d.4p""","=""3D*""","=""3""",,"=""T5448""","=""L5141""",
Hf,1,"=""429.4780""","=""0.0011""","=""429.477692""","=""0.000019""","=""11000""","=""2.42e+06""",B+,"=""2356.6756""","=""25634.2234""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""2""",,"=""T5346""","=""L16323""",
O,2,"=""429.4781""","=""""","=""429.47815""","=""""","=""15""","=""""",,"=""232535.949""","=""255813.472""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""5/2""",,"=""""","=""L6915""",
Ru,1,"=""429.479""","=""""","=""429.479+""","=""""","=""260""","=""""",,"=""8575.42""","=""31852.90""","=""4d6.5s2""","=""a 5D""","=""3""","=""4d7.(a 4F).5p""","=""z 3G*""","=""3""",,"=""""","=""L3475""",
Zr,1,"=""429.479""","=""""","=""""","=""""","=""550""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Kr,3,"=""429.483""","=""""","=""429.486+""","=""""","=""10""","=""""",,"=""174830.66""","=""198107.78""","=""4s2.4p3.(2P*).4d""","=""3F*""","=""3""","=""4s2.4p3.(2D*).5p""","=""3P""","=""2""",,"=""""","=""L3356""",
Cr,1,"=""429.484""","=""0.003""","=""429.48322""","=""0.00006""","=""2""","=""""",,"=""24940.594""","=""48217.842""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""""","=""L808""",
O,2,"=""""","=""""","=""429.49188""","=""""","=""""","=""""",,"=""232535.949""","=""255812.728""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4f D""","=""2[2]*""","=""3/2""",,"=""""","=""L11267""",
Pt,1,"=""429.4919""","=""0.0020""","=""429.49463""","=""0.00017""","=""68""","=""""",,"=""44730.3062""","=""68006.936""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""","=""5d9.6d""","=""3G""","=""3""",,"=""""","=""L11529""",
Dy,2,"=""429.493""","=""""","=""""","=""""","=""370bl""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
W,1,"=""429.4996""","=""""","=""429.4992""","=""0.0015""","=""12""","=""""",,"=""19256.24""","=""42532.62""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Fe,3,"=""429.5018""","=""0.0017""","=""429.5016""","=""0.0011""","=""200h""","=""""",,"=""206233.45""","=""229509.70""","=""3d5.(4D).5p""","=""3D*""","=""2""","=""3d5.(4D).6s""","=""5D""","=""3""",,"=""""","=""L1171""",
Ti,3,"=""429.503""","=""""","=""429.501+""","=""""","=""1""","=""""",,"=""159128.94""","=""182405.25""","=""3p6.3d.4f""","=""3H*""","=""5""","=""3p6.3d.(2D<5/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L3593""",
Ti,3,"=""429.503""","=""""","=""429.500+""","=""""","=""1""","=""""",,"=""159403.91""","=""182680.27""","=""3p6.3d.4f""","=""3D*""","=""2""","=""3p6.3d.(2D<5/2>).5g""","=""2[3/2]""","=""1""",,"=""""","=""L3593""",
Th,2,"=""429.50362""","=""0.00003""","=""429.503613""","=""0.000009""","=""110""","=""""",,"=""17771.06472""","=""41047.2077""","=""5f.(2F*).6d2.(3F)""","=""4H*""","=""11/2""","=""5f.6d.(1G*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
Dy,1,"=""429.504""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,2,"=""429.51280""","=""0.00003""","=""429.512780""","=""0.000013""","=""94""","=""""",,"=""15453.03596""","=""38728.6822""","=""5f.6d.(3D*).7s""","=""4D*""","=""7/2""","=""5f.6d.(1D*).7p""","=""""","=""5/2""",,"=""""","=""L5951""",
Xe,2,"=""429.517""","=""""","=""429.526+""","=""""","=""1a""","=""""",,"=""124289.45""","=""147564.38""","=""5s2.5p4.(3P<1>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).8s""","=""2[2]""","=""3/2""",,"=""""","=""L6991""",
Th,1,"=""429.52366""","=""0.00003""","=""429.523666""","=""0.000013""","=""99""","=""""",,"=""14032.085336""","=""37307.1417""","=""6d.7s2.7p""","=""3D*""","=""2""","=""6d4""","=""""","=""3""",,"=""""","=""L5951""",
Ti,3,"=""429.542""","=""""","=""429.543+""","=""""","=""8""","=""""",,"=""158740.92""","=""182014.92""","=""3p6.3d.4f""","=""3G*""","=""3""","=""3p6.3d.(2D<3/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L3593""",
Cr,1,"=""429.543""","=""0.003""","=""429.54200""","=""0.00020""","=""2""","=""""",,"=""37244.011""","=""60518.074""","=""3d5.(2G2).4s""","=""c 3G""","=""4""","=""3d5.(2G1).4p""","=""s 3G*""","=""3""",,"=""""","=""L808""",
Ca,3,"=""429.5571""","=""0.0018""","=""429.5566""","=""0.0015""","=""70""","=""9.0e+06""",B,"=""324110.24""","=""347383.51""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""","=""3s2.3p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""",,"=""u33""","=""L1405""",
Th,1,"=""429.558490""","=""0.000017""","=""429.558490""","=""0.000004""","=""510""","=""""",,"=""7280.123222""","=""30553.29269""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L5951""",
W,1,"=""429.5683""","=""""","=""429.5662""","=""0.0015""","=""6""","=""""",,"=""23982.80""","=""47255.55""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
B,2,"=""429.571""","=""0.010""","=""429.571""","=""0.009""","=""50""","=""""",,"=""170591.33""","=""193863.8""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.7d""","=""1D""","=""2""",,"=""""","=""L12120""",
Ti,1,"=""429.5749""","=""0.0002""","=""429.57493""","=""0.00013""","=""1900""","=""1.3e+08""",D,"=""6556.833""","=""29829.112""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d3.(4F).4p""","=""x 5D*""","=""0""",,"=""T2773n""","=""L10989""",
Cr,1,"=""429.57493""","=""0.00004""","=""429.574949""","=""0.000022""","=""110""","=""""",,"=""21840.8096""","=""45113.0874""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",,"=""""","=""L14866""",
Th,1,"=""429.581543""","=""0.000024""","=""429.581545""","=""0.000005""","=""210""","=""""",,"=""11877.839132""","=""35149.75961""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Cr,1,"=""429.58296""","=""0.0002""","=""429.58281""","=""0.00003""","=""3""","=""""",,"=""25038.4981""","=""48310.3500""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""5""",,"=""""","=""L14866""",
Ni,1,"=""""","=""""","=""429.5882""","=""""","=""""","=""1.7e+07""",D,"=""30979.749""","=""54251.308""","=""3d8.(3F).4s.4p.(3P*)""","=""3G*""","=""4""","=""3d8.4s.(2F).5s""","=""1F""","=""3""",,"=""T2765""","=""""",
Th,1,"=""429.59021""","=""0.00018""","=""429.589609""","=""0.000011""","=""8""","=""""",,"=""13962.51989""","=""37234.0035""","=""6d3.(2D2).7s""","=""""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L3552""",
C,2,"=""429.5920""","=""0.0017""","=""429.5906""","=""0.0009""","=""38h""","=""1.3e+07""",C,"=""198436.26""","=""221707.69""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).4f""","=""4D""","=""5/2""",,"=""T10528""","=""L1176""",
Ru,1,"=""429.593""","=""""","=""429.593+""","=""""","=""550""","=""""",,"=""9120.63""","=""32391.95""","=""4d8""","=""b 3F""","=""4""","=""4d7.(a 4F).5p""","=""z 3F*""","=""3""",,"=""""","=""L3475""",
Lu,1,"=""429.597""","=""""","=""429.600+""","=""""","=""330D*""","=""""",,"=""7476.39""","=""30747.30""","=""6s2.6p""","=""2P*""","=""3/2""","=""5d2.(1S).6s""","=""2S""","=""1/2""",,"=""""","=""L3475""",
La,2,"=""429.605""","=""""","=""429.605+""","=""""","=""600""","=""""",,"=""6227.42""","=""29498.05""","=""5d2""","=""a 3P""","=""2""","=""6s.6p""","=""*""","=""2""",,"=""""","=""L3475""",
Ce,2,"=""429.607""","=""""","=""429.6084+""","=""""","=""200*""","=""""",,"=""8927.514""","=""32197.982""","=""4f.5d.(3H*).6s""","=""*""","=""11/2""","=""4f2.(1I).5d""","=""""","=""9/2""",,"=""""","=""L3475""",
Ce,2,"=""429.607""","=""""","=""429.6051+""","=""""","=""200*""","=""5.1e+06""",B,"=""6638.258""","=""29908.904""","=""4f.(2F*).5d2.(3F)""","=""*""","=""9/2""","=""4f.5d.(3G*).6p""","=""4H""","=""9/2""",,"=""T8629""","=""L3475""",
Gd,2,"=""429.608""","=""""","=""""","=""""","=""540""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Lu,1,"=""429.609""","=""""","=""""","=""""","=""330D*""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cs,3,"=""429.6097""","=""0.0004""","=""429.60932""","=""0.00017""","=""20000""","=""2.08e+06""",,"=""153011.345""","=""176281.761""","=""5s2.5p4.(1D<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<1>).6p""","=""2[2]*""","=""5/2""",,"=""T8611""","=""L14869""",
V,1,"=""429.60973""","=""0.00018""","=""429.60974""","=""0.00004""","=""830000""","=""6.3e+07""",D+,"=""17182.073""","=""40452.466""","=""3d4.(3G).4s""","=""a 4G""","=""9/2""","=""3d4.(3G).4p""","=""w 4H*""","=""11/2""",,"=""T284n""","=""L15916""",
Cr,1,"=""429.611""","=""0.003""","=""429.60799""","=""0.00017""","=""2""","=""8.9e+06""",D,"=""37233.423""","=""60503.911""","=""3d5.(2G2).4s""","=""c 3G""","=""5""","=""3d5.(2G1).4p""","=""s 3G*""","=""4""",,"=""T3963""","=""L808""",
Cu,2,"=""429.6123""","=""0.0003""","=""429.61187""","=""0.00006""","=""17""","=""""",,"=""123304.823""","=""146575.101""","=""3d9.(2D<3/2>).5p""","=""2[3/2]*""","=""1""","=""3d9.(2D<5/2>).6d""","=""2[5/2]""","=""2""",,"=""""","=""L869c171""",
Cr,1,"=""429.62760""","=""0.00017""","=""429.62763""","=""0.00007""","=""4""","=""3.2e+06""",D,"=""24940.594""","=""48210.018""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""1""",,"=""T3963""","=""L14866""",
Mg,3,"=""429.6355""","=""""","=""429.6373""","=""""","=""1""","=""""",,"=""583450.5""","=""606719.4""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).5f""","=""2[3/2]""","=""2""",,"=""""","=""L1434""",
Th,1,"=""429.63602""","=""0.00006""","=""429.636024""","=""0.000009""","=""29""","=""""",,"=""17224.302340""","=""40493.2719""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Cr,1,"=""429.638""","=""""","=""429.63803""","=""0.00006""","=""3:""","=""""",,"=""31047.9572""","=""54316.818""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(2I).4p""","=""z 3K*""","=""6""",,"=""""","=""L9365""",
Xe,2,"=""429.640""","=""""","=""429.639+""","=""""","=""500h""","=""""",,"=""111792.17""","=""135060.97""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[0]""","=""1/2""",,"=""""","=""L6925""",
Hf,1,"=""429.6450""","=""0.0011""","=""429.644798""","=""0.000024""","=""1900""","=""1.07e+06""",B,"=""5521.7776""","=""28790.2720""","=""5d2.6s2""","=""a 3P""","=""0""","=""5d2.(a 3F).6s.(a 4F).6p""","=""y 3D*""","=""1""",,"=""T5346""","=""L21976,L16323""",
Fe,2,"=""429.6567""","=""0.0015""","=""429.656577""","=""0.000017""","=""320""","=""7.e+04""",E,"=""21812.0454""","=""45079.9019""","=""3d6.(3P2).4s""","=""b 4P""","=""3/2""","=""3d6.(5D).4p""","=""z 4F*""","=""5/2""",,"=""T6892c83""","=""L7357""",
Th,2,"=""429.65753""","=""0.00006""","=""429.657578""","=""0.000009""","=""17""","=""""",,"=""15349.88002""","=""38617.6823""","=""5f.6d.(3G*).7s""","=""4G*""","=""11/2""","=""5f.7s.(1F*).7p""","=""""","=""9/2""",,"=""""","=""L5951""",
C,3,"=""""","=""""","=""429.660""","=""""","=""""","=""8.60e+06""",B,"=""346658.34""","=""369926""","=""1s2.2s.5d""","=""1D""","=""2""","=""1s2.2s.8p""","=""1P*""","=""1""",,"=""T5633""","=""""",
Cr,1,"=""429.66130""","=""0.00012""","=""429.66127""","=""0.00006""","=""9""","=""2.8e+06""",D,"=""31049.2155""","=""54316.818""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""z 3K*""","=""6""",,"=""T3963""","=""L14866""",
Pb,2,"=""429.665""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2579""",
Ce,2,"=""429.667""","=""""","=""429.6681+""","=""""","=""1500""","=""5.32e+07""",B+,"=""4165.550""","=""27432.782""","=""4f2.(3H).6s""","=""4H""","=""9/2""","=""4f2.(3H<4>).6p<3/2>""","=""(4,3/2)*""","=""9/2""",,"=""T8629""","=""L3475""",
Ti,3,"=""429.6702""","=""""","=""429.669+""","=""""","=""11""","=""1.6e+08""",D,"=""158903.55""","=""182170.72""","=""3p6.3d.4f""","=""3G*""","=""5""","=""3p6.3d.(2D<3/2>).5g""","=""2[11/2]""","=""6""",,"=""T1216""","=""L3593,L11926""",
Sm,1,"=""429.674""","=""""","=""429.674+""","=""""","=""1600""","=""1.00e+08""",,"=""4020.66""","=""27287.58""","=""4f6.6s2""","=""7F""","=""6""","=""4f6.(7F).6s.6p.(1P*)""","=""7G*""","=""7""",,"=""T7227""","=""L3475""",
Xe,2,"=""429.675""","=""""","=""429.670+""","=""""","=""2""","=""""",,"=""124301.96""","=""147569.10""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""5/2""","=""5s2.5p4.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L6925""",
Rh,1,"=""429.677""","=""""","=""429.6763""","=""""","=""70""","=""""",,"=""13520.69""","=""36787.48""","=""4d8.(1D).5s""","=""b 2D""","=""5/2""","=""4d8.(3P).5p""","=""y 4D*""","=""7/2""",,"=""""","=""L3475""",
Ce,2,"=""429.678""","=""""","=""429.6779+""","=""""","=""420""","=""2.35e+07""",B+,"=""6913.392""","=""30180.096""","=""4f.5d.(3H*).6s""","=""4H*""","=""13/2""","=""4f.5d.(3H*).6p""","=""4I""","=""13/2""",,"=""T8629""","=""L3475""",
Sr,2,"=""429.682""","=""0.010""","=""429.6707""","=""0.0018""","=""""","=""""",,"=""53286.31""","=""76553.4""","=""4p6.5d""","=""2D""","=""3/2""","=""4p6.6f""","=""2F*""","=""5/2""",,"=""""","=""L3450""",
Fe,3,"=""429.685""","=""0.003""","=""429.685""","=""0.003""","=""11000h*""","=""2.54e+08""",B,"=""184374.8""","=""207641.1""","=""3d5.(6S).4f""","=""7F*""","=""4""","=""3d5.(6S).5g""","=""7G""","=""5""",,"=""u44""","=""L1171""",
Fe,3,"=""429.685""","=""0.003""","=""429.685""","=""0.003""","=""11000h*""","=""1.07e+08""",B,"=""184374.8""","=""207641.1""","=""3d5.(6S).4f""","=""7F*""","=""4""","=""3d5.(6S).5g""","=""7G""","=""4""",,"=""u44""","=""L1171""",
Cr,1,"=""429.70466""","=""0.00005""","=""429.704668""","=""0.000024""","=""37""","=""4.8e+06""",D,"=""21847.8349""","=""45113.0874""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",,"=""T3963""","=""L14866""",
Tc,1,"=""429.7058""","=""""","=""429.7034""","=""""","=""10000""","=""4.2e+07""",,"=""0.00""","=""23265.32""","=""4d5.5s2""","=""6S""","=""5/2""","=""4d5.(6S).5s.(7S).5p""","=""6P*""","=""7/2""",,"=""T6934""","=""L149""",
V,1,"=""429.7093""","=""0.0003""","=""429.70937""","=""0.00015""","=""71000""","=""""",,"=""15264.832""","=""38529.830""","=""3d3.4s2""","=""a 2H""","=""11/2""","=""3d3.(2H).4s.4p.(3P*)""","=""u 2G*""","=""9/2""",,"=""""","=""L15916""",
W,1,"=""429.7140""","=""""","=""429.7162""","=""0.0015""","=""3""","=""""",,"=""29853.66""","=""53118.29""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
Gd,2,"=""429.717""","=""""","=""""","=""""","=""220""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""429.730655""","=""0.000007""","=""429.730651""","=""0.000004""","=""2000""","=""""",,"=""11197.031257""","=""34460.87707""","=""5f.6d.7s2""","=""3H*""","=""5""","=""""","=""""","=""5""",,"=""""","=""L18702""",
Th,2,"=""429.73702""","=""0.00004""","=""429.737168""","=""0.000006""","=""85""","=""""",,"=""6168.35582""","=""29431.84884""","=""5f.6d.(3H*).7s""","=""4H*""","=""7/2""","=""5f2.(3F).7s""","=""4F""","=""7/2""",,"=""""","=""L5951""",
